REGIAO:;S;;;;;;;;;;;;;;;;
UF:;PR;;;;;;;;;;;;;;;;
ESTACAO:;CURITIBA;;;;;;;;;;;;;;;;
CODIGO (WMO):;A807;;;;;;;;;;;;;;;;
LATITUDE:;-25,4486111;;;;;;;;;;;;;;;;
LONGITUDE:;-49,23055554;;;;;;;;;;;;;;;;
ALTITUDE:;922,91;;;;;;;;;;;;;;;;
DATA DE FUNDACAO:;28/01/2003;;;;;;;;;;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s);;;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s)
10/11/2023;1200 UTC;0;1317,3;21,7;21,7;19,6;77;6,7;;;;;;;;;
10/11/2023;1300 UTC;0;1853,4;22,9;23,2;21,1;70;7,5;;;;;;;;;
10/11/2023;1400 UTC;0;2370;23,7;23,9;22,3;69;7,1;;;;;;;;;
10/11/2023;1500 UTC;0;2564,1;23,8;24,2;22,6;71;8,1;;;;;;;;;
10/11/2023;1600 UTC;0;2386,1;23,3;24,8;23;72;7,3;;;;;;;;;
10/11/2023;1700 UTC;0;2079,5;23,8;24,2;22,3;71;8;;;;;;;;;
10/11/2023;1800 UTC;0;1553,5;23,3;23,8;22,4;74;7,5;;;;;;;;;
10/11/2023;1900 UTC;0;1597,4;23,6;25;23,3;73;7,1;;;;;;;;;
10/11/2023;2000 UTC;0;952;23;24,4;23;75;6,5;;;;;;;;;
10/11/2023;2100 UTC;0;280,5;21;23;21;84;7,2;;;;;;;;;
10/11/2023;2200 UTC;0;18,3;20;21;19,9;90;5,8;;;;;;;;;
10/11/2023;2300 UTC;0;;20;20,2;19,7;89;5,2;;;;;;;;;
11/11/2023;0000 UTC;0;;19,8;20;19,6;88;6,3;;;;;;;;;
11/11/2023;0100 UTC;0;;19,4;19,8;19,4;89;5,8;;;;;;;;;
11/11/2023;0200 UTC;0;;19;19,4;19;92;5,5;;;;;;;;;
11/11/2023;0300 UTC;0;;18,7;19,1;18,7;93;5,5;;;;;;;;;
11/11/2023;0400 UTC;0;;18,5;18,8;18,4;95;5,3;;;;;;;;;
11/11/2023;0500 UTC;0;;18,4;18,5;18,3;97;6;;;;;;;;;
11/11/2023;0600 UTC;0;;18,1;18,4;18;97;4,3;;;;;;;;;
11/11/2023;0700 UTC;0;;18,2;18,2;18;97;3,5;;;;;;;;;
11/11/2023;0800 UTC;0;;18,2;18,2;18,1;97;3,1;;;;;;;;;
11/11/2023;0900 UTC;0;10,5;18,4;18,4;18;97;3,2;;;;;;;;;
11/11/2023;1000 UTC;0;231,6;19,3;19,3;18,4;94;2,5;;;;;;;;;
11/11/2023;1100 UTC;0;1050,1;21,6;21,6;19,3;86;4,2;;;;;;;;;
11/11/2023;1200 UTC;0;1927,9;25,3;25,3;21,6;72;5,3;;;;;;;;;
11/11/2023;1300 UTC;0;2541,1;28,2;28,4;25,2;58;8;;;;;;;;;
11/11/2023;1400 UTC;0;2965,9;30,2;30,3;28,2;50;10,2;;;;;;;;;
11/11/2023;1500 UTC;0;3095,7;30,7;31,5;29,9;48;9,9;;;;;;;;;
11/11/2023;1600 UTC;0;3414,8;32,3;32,3;30,7;41;12,4;;;;;;;;;
11/11/2023;1700 UTC;0;3210,5;33;33,5;31,9;36;13;;;;;;;;;
11/11/2023;1800 UTC;0;2701,4;33,5;33,6;32,4;34;12,2;;;;;;;;;
11/11/2023;1900 UTC;0;2186,6;33,4;33,6;32,7;34;11,6;;;;;;;;;
11/11/2023;2000 UTC;0;1477,7;32,4;33,6;32,4;35;10,5;;;;;;;;;
11/11/2023;2100 UTC;0;595,5;31,3;32,7;31,3;40;9,7;;;;;;;;;
11/11/2023;2200 UTC;0;71,9;29,9;31,3;29,9;43;7,3;;;;;;;;;
11/11/2023;2300 UTC;0;;28,3;30;28,3;50;4,2;;;;;;;;;
12/11/2023;0000 UTC;0;;28,2;28,3;27,3;52;2,5;;;;;;;;;
12/11/2023;0100 UTC;0;;27,1;28,2;27,1;58;2,7;;;;;;;;;
12/11/2023;0200 UTC;0;0,6;21,7;27,1;21,7;88;11,6;;;;;;;;;
12/11/2023;0300 UTC;0;;20,8;21,7;20,7;83;10,1;;;;;;;;;
12/11/2023;0400 UTC;0;;20,8;21;20,7;84;6,6;;;;;;;;;
12/11/2023;0500 UTC;0;;20,2;20,8;20,2;89;4,8;;;;;;;;;
12/11/2023;0600 UTC;0;;19,8;20,3;19,8;89;4;;;;;;;;;
12/11/2023;0700 UTC;0;;19,6;20;19,6;90;3,8;;;;;;;;;
12/11/2023;0800 UTC;0;;19,3;19,6;19,3;87;3,8;;;;;;;;;
12/11/2023;0900 UTC;0;27,9;19,6;19,6;19,1;86;2,2;;;;;;;;;
12/11/2023;1000 UTC;0;508,9;22;22;19,6;76;2,7;;;;;;;;;
12/11/2023;1100 UTC;0;1297,5;25,3;25,4;22;64;3,1;;;;;;;;;
12/11/2023;1200 UTC;0;2085,4;28,7;28,7;25,1;54;4,3;;;;;;;;;
12/11/2023;1300 UTC;0;2682,1;31,5;31,6;28,6;39;7,3;;;;;;;;;
12/11/2023;1400 UTC;0;3142,6;32,2;32,5;31,5;32;11,6;;;;;;;;;
12/11/2023;1500 UTC;0;3397,8;33,3;33,5;32,1;32;10,5;;;;;;;;;
12/11/2023;1600 UTC;0;3401,3;33,9;33,9;32,8;32;10,9;;;;;;;;;
12/11/2023;1700 UTC;0;3077,8;33,4;34,6;33,3;34;10,1;;;;;;;;;
12/11/2023;1800 UTC;0;2363,6;33,1;34,8;33,1;33;9,1;;;;;;;;;
12/11/2023;1900 UTC;0;1416,7;33,2;34,3;33;30;8,5;;;;;;;;;
12/11/2023;2000 UTC;0;861;32,6;34,3;32,6;34;8,4;;;;;;;;;
12/11/2023;2100 UTC;0;337,8;32,2;32,8;31,8;35;5,7;;;;;;;;;
12/11/2023;2200 UTC;0;112,8;27,1;32,4;27,1;64;5,6;;;;;;;;;
12/11/2023;2300 UTC;0;;25,5;27,1;25,5;71;4,7;;;;;;;;;
13/11/2023;0000 UTC;0;;23,5;25,5;23,4;78;4,1;;;;;;;;;
13/11/2023;0100 UTC;0;;22,3;23,5;22,2;83;2,7;;;;;;;;;
13/11/2023;0200 UTC;0;;22,2;22,6;22,1;83;4,7;;;;;;;;;
13/11/2023;0300 UTC;0;;21,7;22,2;21,7;84;4,1;;;;;;;;;
13/11/2023;0400 UTC;0;;20,9;21,7;20,9;87;4,5;;;;;;;;;
13/11/2023;0500 UTC;0;;21,2;21,2;20,8;85;3,4;;;;;;;;;
13/11/2023;0600 UTC;0;;20,9;21,2;20,7;85;3,5;;;;;;;;;
13/11/2023;0700 UTC;0;;20,8;21;20,7;85;3,5;;;;;;;;;
13/11/2023;0800 UTC;0;;20,8;20,8;20,5;83;3,6;;;;;;;;;
13/11/2023;0900 UTC;0;32,2;20,7;20,8;20,5;85;5,4;;;;;;;;;
13/11/2023;1000 UTC;0;431,2;22,5;22,5;20,6;78;3,6;;;;;;;;;
13/11/2023;1100 UTC;0;712,1;22,7;22,7;21,8;79;3,4;;;;;;;;;
13/11/2023;1200 UTC;0;1819,4;26,8;26,8;22,7;64;4,3;;;;;;;;;
13/11/2023;1300 UTC;0;2608,6;31,4;31,4;26,8;45;6;;;;;;;;;
13/11/2023;1400 UTC;0;2821;31,4;31,8;30,6;41;8;;;;;;;;;
13/11/2023;1500 UTC;0;2810,9;32,2;32,8;31,4;40;12,1;;;;;;;;;
13/11/2023;1600 UTC;0;2731;31,1;32,5;31;50;14,5;;;;;;;;;
13/11/2023;1700 UTC;0;2496,5;30,3;32;30,1;52;15,5;;;;;;;;;
13/11/2023;1800 UTC;0;1508,7;28,9;30,4;28,9;48;11,5;;;;;;;;;
13/11/2023;1900 UTC;0;394,8;27,8;29,1;27,8;50;11,4;;;;;;;;;
13/11/2023;2000 UTC;0;109,9;24,5;27,8;24,5;71;12,3;;;;;;;;;
13/11/2023;2100 UTC;0;92,8;23,5;24,4;23,5;72;7;;;;;;;;;
13/11/2023;2200 UTC;0;18,1;23,4;23,9;23,4;76;3,3;;;;;;;;;
13/11/2023;2300 UTC;0;;23,2;23,5;23,2;77;2,8;;;;;;;;;
14/11/2023;0000 UTC;0;;22,8;23,2;22,6;81;4,6;;;;;;;;;
14/11/2023;0100 UTC;0;;23,6;23,7;22,8;71;3,6;;;;;;;;;
14/11/2023;0200 UTC;0;;23,2;23,7;23,2;71;3,4;;;;;;;;;
14/11/2023;0300 UTC;0;;22,9;23,3;22,9;72;3,5;;;;;;;;;
14/11/2023;0400 UTC;0;;22,8;23,1;22,7;75;3;;;;;;;;;
14/11/2023;0500 UTC;0;;22,2;22,8;22,2;78;3;;;;;;;;;
14/11/2023;0600 UTC;0;;21,9;22,3;21,9;80;2,5;;;;;;;;;
14/11/2023;0700 UTC;0;;21,3;21,9;21,2;84;2,3;;;;;;;;;
14/11/2023;0800 UTC;0;;21,4;21,4;21;84;1,9;;;;;;;;;
14/11/2023;0900 UTC;0;18;21,6;21,6;21,1;85;2;;;;;;;;;
14/11/2023;1000 UTC;0;202,7;22,2;22,2;21,5;82;1,8;;;;;;;;;
14/11/2023;1100 UTC;0;491,3;23,7;23,7;22,2;75;1,8;;;;;;;;;
14/11/2023;1200 UTC;0;776,5;25,3;25,3;23,7;68;3,1;;;;;;;;;
14/11/2023;1300 UTC;0;1207,4;23,4;26,8;23,1;79;7,1;;;;;;;;;
14/11/2023;1400 UTC;0;1314,3;22,5;25,6;22,5;87;6,4;;;;;;;;;
14/11/2023;1500 UTC;0;1427,4;23,6;24,1;22,2;80;6,1;;;;;;;;;
14/11/2023;1600 UTC;0;1200,8;23,4;24;23,2;79;5,3;;;;;;;;;
14/11/2023;1700 UTC;0;468,4;21,7;24,1;21,7;82;7,4;;;;;;;;;
14/11/2023;1800 UTC;4,8;602,6;20,6;21,9;19,6;95;6,8;;;;;;;;;
14/11/2023;1900 UTC;0;1007,7;21,2;22,1;20,5;87;4,3;;;;;;;;;
14/11/2023;2000 UTC;0;576,8;21,7;22;21,2;87;3,9;;;;;;;;;
14/11/2023;2100 UTC;0;122,9;21,2;21,7;21;87;4,2;;;;;;;;;
14/11/2023;2200 UTC;0;19,1;20,5;21,2;20,4;88;4,5;;;;;;;;;
14/11/2023;2300 UTC;0;;19,8;20,5;19,8;91;4,8;;;;;;;;;
15/11/2023;0000 UTC;0;;19;19,8;19;94;4,8;;;;;;;;;
15/11/2023;0100 UTC;0;;19,5;19,6;19;93;5,3;;;;;;;;;
15/11/2023;0200 UTC;0;;19,1;19,6;19,1;94;5,7;;;;;;;;;
15/11/2023;0300 UTC;0;;19,4;19,4;19;95;5,3;;;;;;;;;
15/11/2023;0400 UTC;0;;18,9;19,7;18,9;95;4,4;;;;;;;;;
15/11/2023;0500 UTC;0;;19,1;19,1;18,9;95;2,7;;;;;;;;;
15/11/2023;0600 UTC;0;;19,3;19,3;19;95;2,7;;;;;;;;;
15/11/2023;0700 UTC;0;;19,3;19,4;19,2;94;1,9;;;;;;;;;
15/11/2023;0800 UTC;0;;19,4;19,4;19,2;94;1,9;;;;;;;;;
15/11/2023;0900 UTC;0;51;19,8;19,8;19,4;92;2,1;;;;;;;;;
15/11/2023;1000 UTC;0;223;19,9;20;19,8;93;3,8;;;;;;;;;
15/11/2023;1100 UTC;0;667,4;21;21,3;19,8;85;3,1;;;;;;;;;
15/11/2023;1200 UTC;0;1086,6;22,7;22,9;21;79;4,7;;;;;;;;;
15/11/2023;1300 UTC;0;1067,6;24,6;24,6;22,7;68;4,9;;;;;;;;;
15/11/2023;1400 UTC;0;2202,5;26,9;27,3;24,6;56;6;;;;;;;;;
15/11/2023;1500 UTC;0;1869,6;27,4;27,5;26,6;58;5;;;;;;;;;
15/11/2023;1600 UTC;0;753,4;26,8;27,5;26,6;60;5,7;;;;;;;;;
15/11/2023;1700 UTC;0;993,5;26,6;26,9;25,8;66;4,8;;;;;;;;;
15/11/2023;1800 UTC;0;499,7;25;26,6;25;75;4,2;;;;;;;;;
15/11/2023;1900 UTC;0;376,5;25,4;25,5;24,8;74;3,4;;;;;;;;;
15/11/2023;2000 UTC;0;815,5;25,4;25,7;24,9;73;3;;;;;;;;;
15/11/2023;2100 UTC;0;405,6;25,4;25,5;25,2;74;3,1;;;;;;;;;
15/11/2023;2200 UTC;0;99,4;24,4;25,5;24,3;78;2,7;;;;;;;;;
15/11/2023;2300 UTC;0;;24,2;24,7;24;76;2,9;;;;;;;;;
16/11/2023;0000 UTC;0;;23,6;24,2;23,6;80;3,5;;;;;;;;;
16/11/2023;0100 UTC;0;;23,1;23,6;23,1;82;3,6;;;;;;;;;
16/11/2023;0200 UTC;0;;22,3;23,1;22,3;85;3,6;;;;;;;;;
16/11/2023;0300 UTC;0;;21,9;22,3;21,9;86;3;;;;;;;;;
16/11/2023;0400 UTC;0;;21,4;21,9;21,4;88;2,6;;;;;;;;;
16/11/2023;0500 UTC;0;;21,6;21,6;21,2;88;2,6;;;;;;;;;
16/11/2023;0600 UTC;0;;22,3;22,9;21,6;85;6;;;;;;;;;
16/11/2023;0700 UTC;0;;22;22,3;22;89;5,6;;;;;;;;;
16/11/2023;0800 UTC;0;;22,4;22,5;22;84;6;;;;;;;;;
16/11/2023;0900 UTC;0;9,8;22,7;22,9;22,3;79;8,8;;;;;;;;;
16/11/2023;1000 UTC;0;208,6;22,9;23;22,6;77;7,9;;;;;;;;;
16/11/2023;1100 UTC;0;349,8;23,8;23,8;22,9;71;10,5;;;;;;;;;
16/11/2023;1200 UTC;0;642,7;24,3;24,3;23,8;70;10,1;;;;;;;;;
16/11/2023;1300 UTC;0;777,5;25,3;25,3;24,2;67;11;;;;;;;;;
16/11/2023;1400 UTC;0;2130,9;27,7;28,1;25,3;59;14,5;;;;;;;;;
16/11/2023;1500 UTC;0;1221,1;27,4;28,2;27,4;62;14,5;;;;;;;;;
16/11/2023;1600 UTC;0;400,6;26,5;27,5;26,5;68;6,4;;;;;;;;;
16/11/2023;1700 UTC;0;412,9;24,9;26,6;24,5;80;6,5;;;;;;;;;
16/11/2023;1800 UTC;0;1427,9;27,4;27,8;24,9;67;2,7;;;;;;;;;
16/11/2023;1900 UTC;0;1170,7;29,1;29,4;27,3;60;2,2;;;;;;;;;
16/11/2023;2000 UTC;0;778;28,7;29,7;28,7;61;5,3;;;;;;;;;
16/11/2023;2100 UTC;0;265,7;25,8;28,7;25,8;78;6,3;;;;;;;;;
16/11/2023;2200 UTC;0;43,4;22,9;25,8;22,9;88;7,7;;;;;;;;;
16/11/2023;2300 UTC;0;;22,5;22,9;22,5;89;6,4;;;;;;;;;
17/11/2023;0000 UTC;0,2;;21,6;22,6;21,6;92;6,2;;;;;;;;;
17/11/2023;0100 UTC;0;1,8;20,9;21,6;20,9;94;6,4;;;;;;;;;
17/11/2023;0200 UTC;0;;20,5;20,9;20,5;96;6,7;;;;;;;;;
17/11/2023;0300 UTC;0;;20,7;20,7;20,5;97;6,4;;;;;;;;;
17/11/2023;0400 UTC;0;0,2;20,7;20,8;20,7;97;4,8;;;;;;;;;
17/11/2023;0500 UTC;0;0;20,7;20,8;20,7;97;3,8;;;;;;;;;
17/11/2023;0600 UTC;0;;20,8;20,8;20,7;97;3,9;;;;;;;;;
17/11/2023;0700 UTC;0;;20,6;20,8;20,5;97;1,9;;;;;;;;;
17/11/2023;0800 UTC;0;;20,3;20,6;20,3;97;2,1;;;;;;;;;
17/11/2023;0900 UTC;0;36,2;20,5;20,5;20,2;97;3,5;;;;;;;;;
17/11/2023;1000 UTC;0;352,3;21,8;21,8;20,5;91;3,4;;;;;;;;;
17/11/2023;1100 UTC;0;1076,4;26,8;26,8;21,8;72;3,4;;;;;;;;;
17/11/2023;1200 UTC;0;1734,1;28,5;28,5;26,8;61;8,9;;;;;;;;;
17/11/2023;1300 UTC;0;1715,7;29,3;29,5;28,5;58;8,3;;;;;;;;;
17/11/2023;1400 UTC;0;2418,6;30,7;31,1;29,3;53;11,1;;;;;;;;;
17/11/2023;1500 UTC;0;2727;31,4;31,9;30,4;52;11,9;;;;;;;;;
17/11/2023;1600 UTC;0;2741,3;32,4;32,4;30,9;51;11,9;;;;;;;;;
17/11/2023;1700 UTC;0;2531,2;32;33,1;31,7;47;11,2;;;;;;;;;
17/11/2023;1800 UTC;0;2156,2;31,9;33;31,7;50;10,9;;;;;;;;;
17/11/2023;1900 UTC;0;1069,3;24,7;32,8;24,4;79;9;;;;;;;;;
17/11/2023;2000 UTC;11,8;182,9;21;24,7;20,7;97;9,3;;;;;;;;;
17/11/2023;2100 UTC;0;510,5;21,6;21,9;20,9;91;8,7;;;;;;;;;
17/11/2023;2200 UTC;0;93;21,3;21,7;21,1;93;7,2;;;;;;;;;
17/11/2023;2300 UTC;0;0,9;20,7;21,3;20,7;93;7,3;;;;;;;;;
18/11/2023;0000 UTC;0;;20,7;20,8;20,7;93;7,2;;;;;;;;;
18/11/2023;0100 UTC;0;;20,7;20,9;20,7;92;6;;;;;;;;;
18/11/2023;0200 UTC;0;;20,5;20,8;20,5;93;6;;;;;;;;;
18/11/2023;0300 UTC;0;;20,3;20,5;20,2;95;6,4;;;;;;;;;
18/11/2023;0400 UTC;0;;20,3;20,4;20,3;95;7;;;;;;;;;
18/11/2023;0500 UTC;0;;20,1;20,4;20,1;95;4,8;;;;;;;;;
18/11/2023;0600 UTC;0;;19,9;20,1;19,9;96;3,2;;;;;;;;;
18/11/2023;0700 UTC;0;;19,9;19,9;19,8;96;2,4;;;;;;;;;
18/11/2023;0800 UTC;0;;20,6;20,6;19,8;95;1,9;;;;;;;;;
18/11/2023;0900 UTC;0;58;22,3;22,3;20,6;85;3,9;;;;;;;;;
18/11/2023;1000 UTC;0;465,3;24;24;22,3;78;5,3;;;;;;;;;
18/11/2023;1100 UTC;0;1103,5;26,2;26,3;24;69;9,1;;;;;;;;;
18/11/2023;1200 UTC;0;1826,2;27,1;27,2;26,2;65;12,5;;;;;;;;;
18/11/2023;1300 UTC;0;2355,6;28,7;28,7;27,1;63;12,5;;;;;;;;;
18/11/2023;1400 UTC;0;2981,7;30,2;30,4;28,5;58;14,4;;;;;;;;;
18/11/2023;1500 UTC;0;3116,6;31,6;31,7;30;50;15,8;;;;;;;;;
18/11/2023;1600 UTC;1,2;1813,2;23,4;32;22,5;75;23,4;;;;;;;;;
18/11/2023;1700 UTC;0,2;1291,6;27,8;27,8;23,5;64;23,4;;;;;;;;;
18/11/2023;1800 UTC;0;1677,1;30,1;30,5;27,7;56;11,3;;;;;;;;;
18/11/2023;1900 UTC;0;1321;29,5;30,4;29,5;59;11,9;;;;;;;;;
18/11/2023;2000 UTC;0;343,3;28,9;29,5;28,8;60;10;;;;;;;;;
18/11/2023;2100 UTC;0;185,6;28,6;28,9;28,6;58;8,4;;;;;;;;;
18/11/2023;2200 UTC;9;19,1;22,1;28,6;20,5;90;11,9;;;;;;;;;
18/11/2023;2300 UTC;1,4;2;20,8;22,4;20,7;87;7;;;;;;;;;
19/11/2023;0000 UTC;0;4,3;20,2;21,1;20,2;89;5,4;;;;;;;;;
19/11/2023;0100 UTC;0;;19,8;20,3;19,8;93;1,4;;;;;;;;;
19/11/2023;0200 UTC;0;;20,2;20,6;19,7;89;1,7;;;;;;;;;
19/11/2023;0300 UTC;0;;20,2;20,3;19,9;93;1,4;;;;;;;;;
19/11/2023;0400 UTC;0;;20,2;20,6;20,2;91;3,2;;;;;;;;;
19/11/2023;0500 UTC;0;;20,6;20,8;20,1;92;2,3;;;;;;;;;
19/11/2023;0600 UTC;30,2;1,2;18,5;20,6;18,5;98;9,8;;;;;;;;;
19/11/2023;0700 UTC;1,8;1,3;17,7;18,5;17,4;99;6,4;;;;;;;;;
19/11/2023;0800 UTC;0,8;;17,9;18,1;17,7;99;6,2;;;;;;;;;
19/11/2023;0900 UTC;0;4,1;17,9;18;17,7;98;4,8;;;;;;;;;
19/11/2023;1000 UTC;0;51;18,1;18,1;17,9;97;3,7;;;;;;;;;
19/11/2023;1100 UTC;0,2;177,8;18,1;18,2;18;97;5,5;;;;;;;;;
19/11/2023;1200 UTC;0;280,5;17,6;18,5;17,6;94;6,1;;;;;;;;;
19/11/2023;1300 UTC;0;233,4;17,1;17,7;17;91;7;;;;;;;;;
19/11/2023;1400 UTC;0;173,6;16,9;17,3;16,9;93;6,4;;;;;;;;;
19/11/2023;1500 UTC;0;201,9;16,9;17;16,8;88;6,4;;;;;;;;;
19/11/2023;1600 UTC;0,8;295,4;16,6;16,9;16,4;94;4,9;;;;;;;;;
19/11/2023;1700 UTC;0,2;273,2;16,5;16,8;16,4;95;4,1;;;;;;;;;
19/11/2023;1800 UTC;0;296,8;16,9;16,9;16,5;92;6;;;;;;;;;
19/11/2023;1900 UTC;0;383,3;17,2;17,4;16,9;91;6,3;;;;;;;;;
19/11/2023;2000 UTC;0;159,3;17,4;17,5;17,1;89;5,3;;;;;;;;;
19/11/2023;2100 UTC;0;100,4;17,4;17,4;17,3;90;6,4;;;;;;;;;
19/11/2023;2200 UTC;0;18,3;17,2;17,4;17,2;89;5;;;;;;;;;
19/11/2023;2300 UTC;0;;16,9;17,2;16,8;91;4,4;;;;;;;;;
20/11/2023;0000 UTC;0;;16,8;17;16,7;93;4,4;;;;;;;;;
20/11/2023;0100 UTC;0;0,2;16,8;16,9;16,8;92;4,5;;;;;;;;;
20/11/2023;0200 UTC;0;;16,8;16,9;16,8;93;4,5;;;;;;;;;
20/11/2023;0300 UTC;0;;16,4;16,8;16,4;90;6,4;;;;;;;;;
20/11/2023;0400 UTC;0;;15,9;16,4;15,9;92;5,9;;;;;;;;;
20/11/2023;0500 UTC;0;;15,7;15,9;15,7;92;4,8;;;;;;;;;
20/11/2023;0600 UTC;0;;15,6;15,7;15,4;92;3,5;;;;;;;;;
20/11/2023;0700 UTC;0;;15,6;15,9;15,5;90;6,2;;;;;;;;;
20/11/2023;0800 UTC;0;;15,2;15,7;15,1;94;4,2;;;;;;;;;
20/11/2023;0900 UTC;0;43,9;15,5;15,5;15,2;94;2,7;;;;;;;;;
20/11/2023;1000 UTC;0;383,3;16,6;16,6;15,5;91;3,1;;;;;;;;;
20/11/2023;1100 UTC;0;860,4;17,8;17,8;16,6;86;4,3;;;;;;;;;
20/11/2023;1200 UTC;0;1185,7;19;19,1;17,8;77;6,5;;;;;;;;;
20/11/2023;1300 UTC;0;1419,1;19,4;19,7;18,9;79;6,7;;;;;;;;;
20/11/2023;1400 UTC;0;1230,4;19,3;20,1;19,2;82;6,5;;;;;;;;;
20/11/2023;1500 UTC;0;1350,4;20,1;20,4;19,3;79;6,9;;;;;;;;;
20/11/2023;1600 UTC;0;1094,7;19,9;20,4;19,3;80;6,3;;;;;;;;;
20/11/2023;1700 UTC;0;821,8;19,7;20,2;19,5;82;6,2;;;;;;;;;
20/11/2023;1800 UTC;0;913,2;19,5;20,5;19,5;82;6,7;;;;;;;;;
20/11/2023;1900 UTC;0;536,8;19,1;19,5;19,1;83;6,3;;;;;;;;;
20/11/2023;2000 UTC;0;471,5;18,9;19,5;18,9;84;5,7;;;;;;;;;
20/11/2023;2100 UTC;0;365,9;18,4;19,1;18,4;86;5,5;;;;;;;;;
20/11/2023;2200 UTC;0;48,3;17,7;18,4;17,7;89;6,1;;;;;;;;;
20/11/2023;2300 UTC;0;;17,2;17,8;17,1;93;6,7;;;;;;;;;
21/11/2023;0000 UTC;0;;17,1;17,2;17;93;5;;;;;;;;;
21/11/2023;0100 UTC;0;;17,2;17,3;17,1;92;5,7;;;;;;;;;
21/11/2023;0200 UTC;0;;16,9;17,2;16,9;92;5,9;;;;;;;;;
21/11/2023;0300 UTC;0;;16,8;17;16,7;92;6;;;;;;;;;
21/11/2023;0400 UTC;0;;16,5;16,8;16,5;93;5,4;;;;;;;;;
21/11/2023;0500 UTC;0;;16,6;16,7;16,5;93;5,1;;;;;;;;;
21/11/2023;0600 UTC;0;;16,6;16,7;16,5;94;3,9;;;;;;;;;
21/11/2023;0700 UTC;0;;16,7;16,7;16,5;93;2,7;;;;;;;;;
21/11/2023;0800 UTC;0;;16,7;16,8;16,7;94;2,6;;;;;;;;;
21/11/2023;0900 UTC;0;24,7;16,8;16,8;16,6;95;2,4;;;;;;;;;
21/11/2023;1000 UTC;0;200,8;17,3;17,3;16,8;95;3,3;;;;;;;;;
21/11/2023;1100 UTC;0;552,8;18,7;18,7;17,2;90;5,1;;;;;;;;;
21/11/2023;1200 UTC;0;975,1;20,1;20,1;18,6;85;5,8;;;;;;;;;
21/11/2023;1300 UTC;0;1914,6;22,2;22,5;19,7;76;4,6;;;;;;;;;
21/11/2023;1400 UTC;0;2471,9;24,3;24,8;22,2;71;4,6;;;;;;;;;
21/11/2023;1500 UTC;0;2829,6;24,9;25,8;24,1;67;6,5;;;;;;;;;
21/11/2023;1600 UTC;0;2735,7;26,6;26,9;24,9;64;7;;;;;;;;;
21/11/2023;1700 UTC;0;3191;27,2;27,4;26,2;62;8,5;;;;;;;;;
21/11/2023;1800 UTC;0;2771;28;28,3;26,8;57;7,8;;;;;;;;;
21/11/2023;1900 UTC;0;2075,8;28,6;29;27,9;52;6,8;;;;;;;;;
21/11/2023;2000 UTC;0;1234,4;28,3;29,1;27,7;51;5,5;;;;;;;;;
21/11/2023;2100 UTC;0;532,5;27,2;28,7;27,2;64;4,1;;;;;;;;;
21/11/2023;2200 UTC;0;117,2;23;27,2;23;83;5,7;;;;;;;;;
21/11/2023;2300 UTC;0;;21,8;23;21,8;88;4,7;;;;;;;;;
22/11/2023;0000 UTC;0;;20,9;21,8;20,8;95;5,5;;;;;;;;;
22/11/2023;0100 UTC;0;;20,6;21;20,5;96;5,9;;;;;;;;;
22/11/2023;0200 UTC;0;;20,9;20,9;20,5;96;6,2;;;;;;;;;
22/11/2023;0300 UTC;0;;20,8;21;20,8;96;4,9;;;;;;;;;
22/11/2023;0400 UTC;0;;20,7;20,9;20,6;96;4;;;;;;;;;
22/11/2023;0500 UTC;0;;20,6;20,7;20,5;96;4;;;;;;;;;
22/11/2023;0600 UTC;0;;20,8;20,8;20,5;96;3,9;;;;;;;;;
22/11/2023;0700 UTC;0;;21;21,1;20,8;94;2,9;;;;;;;;;
22/11/2023;0800 UTC;0;;20,9;21,1;20,9;92;3,3;;;;;;;;;
22/11/2023;0900 UTC;0;87,8;21,1;21,1;20,6;92;3,3;;;;;;;;;
22/11/2023;1000 UTC;0;162,2;21,6;21,6;21,1;89;5,4;;;;;;;;;
22/11/2023;1100 UTC;0;517,4;22,5;22,6;21,6;85;6,3;;;;;;;;;
22/11/2023;1200 UTC;0;1986,4;24,6;24,8;22,5;78;7,2;;;;;;;;;
22/11/2023;1300 UTC;0;2545,3;26,2;26,5;24;73;7,4;;;;;;;;;
22/11/2023;1400 UTC;0;3002,5;28,1;28,1;26,2;65;9,3;;;;;;;;;
22/11/2023;1500 UTC;0;2648,9;27,7;28,5;27,4;63;8,7;;;;;;;;;
22/11/2023;1600 UTC;0;1792,4;27,7;28,9;27,7;62;8,6;;;;;;;;;
22/11/2023;1700 UTC;0;459,9;24,5;27,7;24,4;72;11;;;;;;;;;
