REGIAO:;S;;;;;;;;;;;;;;;;
UF:;PR;;;;;;;;;;;;;;;;
ESTACAO:;CURITIBA;;;;;;;;;;;;;;;;
CODIGO (WMO):;A807;;;;;;;;;;;;;;;;
LATITUDE:;-25,4486111;;;;;;;;;;;;;;;;
LONGITUDE:;-49,23055554;;;;;;;;;;;;;;;;
ALTITUDE:;922,91;;;;;;;;;;;;;;;;
DATA DE FUNDACAO:;28/01/2003;;;;;;;;;;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s);;;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s)
24/06/2023;2100 UTC;0;63,9;21,2;23,1;21,2;64;4,9;;;;;;;;;
24/06/2023;2200 UTC;0;;20,2;21,2;20,1;69;2,7;;;;;;;;;
24/06/2023;2300 UTC;0;;18,9;20,2;18,9;75;2,7;;;;;;;;;
25/06/2023;0000 UTC;0;;18;18,9;18;80;1,9;;;;;;;;;
25/06/2023;0100 UTC;0;;17,2;18;17,1;83;1,9;;;;;;;;;
25/06/2023;0200 UTC;0;;16;17,2;16;86;1,7;;;;;;;;;
25/06/2023;0300 UTC;0;;15,5;16,1;15,5;86;1,4;;;;;;;;;
25/06/2023;0400 UTC;0;;14,6;15,6;14,6;91;1,1;;;;;;;;;
25/06/2023;0500 UTC;0;;14;14,6;13,5;94;0,7;;;;;;;;;
25/06/2023;0600 UTC;0;;12,9;14;12,9;97;0,6;;;;;;;;;
25/06/2023;0700 UTC;0;;13;13,4;12,9;96;1,2;;;;;;;;;
25/06/2023;0800 UTC;0;;12,7;13,3;12,7;95;1,2;;;;;;;;;
25/06/2023;0900 UTC;0;;11,9;12,7;11,9;95;1,9;;;;;;;;;
25/06/2023;1000 UTC;0;;11;12;10,9;97;1,9;;;;;;;;;
25/06/2023;1100 UTC;0;66,8;12,2;12,2;10,8;98;0,6;;;;;;;;;
25/06/2023;1200 UTC;0;729,5;17,1;17,1;12,2;80;1;;;;;;;;;
25/06/2023;1300 UTC;0;1408,6;19,8;19,9;16,7;69;2,6;;;;;;;;;
25/06/2023;1400 UTC;0;1925;23,1;23,1;19,8;51;6;;;;;;;;;
25/06/2023;1500 UTC;0;2265,1;24,2;24,5;22,9;41;7;;;;;;;;;
25/06/2023;1600 UTC;0;2379,2;25,2;25,6;24,2;38;6,3;;;;;;;;;
25/06/2023;1700 UTC;0;2247,6;25,8;26,3;24,9;31;6,1;;;;;;;;;
25/06/2023;1800 UTC;0;1865,8;26;26,1;25,4;30;6,5;;;;;;;;;
25/06/2023;1900 UTC;0;1298,9;25,2;26,3;25;42;5,5;;;;;;;;;
25/06/2023;2000 UTC;0;608,8;23,6;25,2;23,6;43;5,3;;;;;;;;;
25/06/2023;2100 UTC;0;70,9;20,9;23,6;20,9;51;5,3;;;;;;;;;
25/06/2023;2200 UTC;0;;18,8;20,9;18,6;63;2,3;;;;;;;;;
25/06/2023;2300 UTC;0;;18,6;19,3;18;65;1,5;;;;;;;;;
26/06/2023;0000 UTC;0;;17,7;18,7;17,7;70;1,2;;;;;;;;;
26/06/2023;0100 UTC;0;;16,6;17,7;15,8;78;1,1;;;;;;;;;
26/06/2023;0200 UTC;0;;15,3;16,6;15,3;83;0,9;;;;;;;;;
26/06/2023;0300 UTC;0;;14,9;15,7;14,8;86;2,1;;;;;;;;;
26/06/2023;0400 UTC;0;;14,4;14,9;14,4;88;1,9;;;;;;;;;
26/06/2023;0500 UTC;0;;12,7;14,4;12,7;94;1,2;;;;;;;;;
26/06/2023;0600 UTC;0;;13;13;12,3;94;1,1;;;;;;;;;
26/06/2023;0700 UTC;0;;12,6;13;12,6;93;1,7;;;;;;;;;
26/06/2023;0800 UTC;0;;12,2;12,6;12;95;1,7;;;;;;;;;
26/06/2023;0900 UTC;0;;12;12,5;11,7;96;1,3;;;;;;;;;
26/06/2023;1000 UTC;0;;11,7;12,4;11,7;94;1,2;;;;;;;;;
26/06/2023;1100 UTC;0;68,7;12,5;12,5;11,7;92;1,3;;;;;;;;;
26/06/2023;1200 UTC;0;725,4;17,1;17,1;12,5;76;2,9;;;;;;;;;
26/06/2023;1300 UTC;0;1423,2;19,8;20,1;17,1;69;2,9;;;;;;;;;
26/06/2023;1400 UTC;0;1865,5;22,1;22,2;19,8;60;2,2;;;;;;;;;
26/06/2023;1500 UTC;0;2138,6;23,9;24,3;22,1;45;4,5;;;;;;;;;
26/06/2023;1600 UTC;0;2357,6;24,8;25;23,9;41;5,9;;;;;;;;;
26/06/2023;1700 UTC;0;2253,7;25,2;25,2;24,4;36;5,8;;;;;;;;;
26/06/2023;1800 UTC;0;1873,8;24,9;25,7;24,5;33;6,3;;;;;;;;;
26/06/2023;1900 UTC;0;1295,1;24,1;25,2;24,1;37;6,7;;;;;;;;;
26/06/2023;2000 UTC;0;644,7;23;24,6;23;34;6,7;;;;;;;;;
26/06/2023;2100 UTC;0;76;20,7;23,1;20,7;46;4,7;;;;;;;;;
26/06/2023;2200 UTC;0;;19,3;20,7;19,3;62;2,1;;;;;;;;;
26/06/2023;2300 UTC;0;;18,8;19,7;18,8;67;2,1;;;;;;;;;
27/06/2023;0000 UTC;0;;17;19;17;74;3,6;;;;;;;;;
27/06/2023;0100 UTC;0;;17,6;17,6;16,6;71;4,4;;;;;;;;;
27/06/2023;0200 UTC;0;;16,7;18,2;16,6;73;4,4;;;;;;;;;
27/06/2023;0300 UTC;0;;14,7;16,7;14,7;82;2,9;;;;;;;;;
27/06/2023;0400 UTC;0;;14,6;15,4;14,5;86;3;;;;;;;;;
27/06/2023;0500 UTC;0;;13,1;14,7;13,1;90;1,5;;;;;;;;;
27/06/2023;0600 UTC;0;;12,4;13,1;12,3;92;0,9;;;;;;;;;
27/06/2023;0700 UTC;0;;11,4;12,4;11,1;95;0,7;;;;;;;;;
27/06/2023;0800 UTC;0;;11,1;11,4;11;95;1,3;;;;;;;;;
27/06/2023;0900 UTC;0;;11,8;11,8;10,8;96;1,3;;;;;;;;;
27/06/2023;1000 UTC;0;;12;12;11,7;95;1,3;;;;;;;;;
27/06/2023;1100 UTC;0;68,7;14;14;11,8;88;2,5;;;;;;;;;
27/06/2023;1200 UTC;0;745,8;16,1;16,3;14;77;2,5;;;;;;;;;
27/06/2023;1300 UTC;0;1407,9;19,2;19,5;16,1;66;2,1;;;;;;;;;
27/06/2023;1400 UTC;0;1906;21,5;21,6;19;55;5,9;;;;;;;;;
27/06/2023;1500 UTC;0;2282,2;22,4;22,5;21,3;46;7,1;;;;;;;;;
27/06/2023;1600 UTC;0;2415,2;22,9;23,5;22,2;42;7,9;;;;;;;;;
27/06/2023;1700 UTC;0;2277,2;23,7;24;22,7;43;7,4;;;;;;;;;
27/06/2023;1800 UTC;0;1895,9;23,5;23,8;22,9;46;7,7;;;;;;;;;
27/06/2023;1900 UTC;0;1338,2;23;23,6;22,9;49;7,4;;;;;;;;;
27/06/2023;2000 UTC;0;639,4;22;23,2;22;52;7,2;;;;;;;;;
27/06/2023;2100 UTC;0;75,2;20,5;22;20,1;60;5,2;;;;;;;;;
27/06/2023;2200 UTC;0;;18,6;20,5;18,6;67;4,5;;;;;;;;;
27/06/2023;2300 UTC;0;;17,1;18,7;17,1;74;2,9;;;;;;;;;
28/06/2023;0000 UTC;0;;16,8;17,1;16,5;76;2,9;;;;;;;;;
28/06/2023;0100 UTC;0;;16,2;16,9;16;79;2,4;;;;;;;;;
28/06/2023;0200 UTC;0;;14,9;16,3;14,8;83;2,6;;;;;;;;;
28/06/2023;0300 UTC;0;;14,1;14,9;13,6;88;2;;;;;;;;;
28/06/2023;0400 UTC;0;;14,7;14,7;14;85;3,1;;;;;;;;;
28/06/2023;0500 UTC;0;;14,8;15,2;14,4;82;3,5;;;;;;;;;
28/06/2023;0600 UTC;0;;14,4;14,8;14;81;3;;;;;;;;;
28/06/2023;0700 UTC;0;;12,3;14,4;12,2;92;3;;;;;;;;;
28/06/2023;0800 UTC;0;;12,1;13,6;12,1;91;2,1;;;;;;;;;
28/06/2023;0900 UTC;0;;11,7;12,1;11,3;94;1,5;;;;;;;;;
28/06/2023;1000 UTC;0,2;;11;11,6;10,9;94;1,7;;;;;;;;;
28/06/2023;1100 UTC;0;70,6;13,8;13,8;10,7;88;2,2;;;;;;;;;
28/06/2023;1200 UTC;0;732,9;17;17;13,8;75;2,4;;;;;;;;;
28/06/2023;1300 UTC;0;1459,2;19,3;19,3;17;64;7,6;;;;;;;;;
28/06/2023;1400 UTC;0;1958,3;20,5;21,1;19,2;59;10,8;;;;;;;;;
28/06/2023;1500 UTC;0;2289,2;21,7;21,7;20,4;55;10,9;;;;;;;;;
28/06/2023;1600 UTC;0;2412,7;22;22,4;21,3;49;11,1;;;;;;;;;
28/06/2023;1700 UTC;0;2247,4;22,5;23,2;21,9;46;9,4;;;;;;;;;
28/06/2023;1800 UTC;0;1859,2;22,6;23,3;22,4;47;9,1;;;;;;;;;
28/06/2023;1900 UTC;0;1314,9;22,2;23,2;22,1;49;9,4;;;;;;;;;
28/06/2023;2000 UTC;0;629,2;21,6;22,4;21,6;50;9,4;;;;;;;;;
28/06/2023;2100 UTC;0;75,5;19,9;21,6;19,8;57;6;;;;;;;;;
28/06/2023;2200 UTC;0;;17,8;19,9;17,8;65;3,3;;;;;;;;;
28/06/2023;2300 UTC;0;;16,1;17,8;16,1;72;1,2;;;;;;;;;
29/06/2023;0000 UTC;0;;15,5;16,7;15,5;76;0,8;;;;;;;;;
29/06/2023;0100 UTC;0;;15,7;16,2;15,4;77;1,4;;;;;;;;;
29/06/2023;0200 UTC;0;;14,7;15,9;14,7;83;3,3;;;;;;;;;
29/06/2023;0300 UTC;0;;14,5;14,7;14,1;84;1;;;;;;;;;
29/06/2023;0400 UTC;0;;14,2;14,5;13,5;86;2,9;;;;;;;;;
29/06/2023;0500 UTC;0;;12,9;14,2;12,6;91;2,9;;;;;;;;;
29/06/2023;0600 UTC;0;;12,5;13,7;12,5;91;3,5;;;;;;;;;
29/06/2023;0700 UTC;0;;13;13;12,5;94;3,4;;;;;;;;;
29/06/2023;0800 UTC;0;;13,6;13,6;13;95;2,8;;;;;;;;;
29/06/2023;0900 UTC;0;;14,2;14,2;13,6;95;5,2;;;;;;;;;
29/06/2023;1000 UTC;0;;13,9;14,3;13,9;94;5,9;;;;;;;;;
29/06/2023;1100 UTC;0;50,6;13,7;13,9;13,5;92;6,2;;;;;;;;;
29/06/2023;1200 UTC;0;180,8;14,3;14,3;13,7;90;5,5;;;;;;;;;
29/06/2023;1300 UTC;0;338,7;14,4;14,7;14,1;90;4,7;;;;;;;;;
29/06/2023;1400 UTC;0;398,9;13,9;15;13,9;90;4,9;;;;;;;;;
29/06/2023;1500 UTC;0;463,5;14;14,2;13,4;89;4,5;;;;;;;;;
29/06/2023;1600 UTC;0;611,2;15,3;15,4;13,9;79;5,9;;;;;;;;;
29/06/2023;1700 UTC;0;845,4;15,2;15,7;15,1;77;6,6;;;;;;;;;
29/06/2023;1800 UTC;0;525,8;14,7;15,5;14,6;81;6,6;;;;;;;;;
29/06/2023;1900 UTC;0;507;14,4;14,9;14,4;81;6,3;;;;;;;;;
29/06/2023;2000 UTC;0;219,6;13,3;14,4;13,2;87;7,3;;;;;;;;;
29/06/2023;2100 UTC;0;34,5;13,1;13,3;12,9;89;9,1;;;;;;;;;
29/06/2023;2200 UTC;0;;12,4;13,1;12,4;88;7,5;;;;;;;;;
29/06/2023;2300 UTC;0;0,8;12;12,4;12;92;7;;;;;;;;;
30/06/2023;0000 UTC;0;;11,8;12;11,8;92;6,5;;;;;;;;;
30/06/2023;0100 UTC;0;;11,6;11,8;11,5;92;6,1;;;;;;;;;
30/06/2023;0200 UTC;0;;11,6;11,7;11,5;92;5,2;;;;;;;;;
30/06/2023;0300 UTC;0;;11,6;11,8;11,6;92;4,6;;;;;;;;;
30/06/2023;0400 UTC;0;;11,6;11,7;11,5;91;4,6;;;;;;;;;
30/06/2023;0500 UTC;0;;11,6;11,7;11,4;91;5;;;;;;;;;
30/06/2023;0600 UTC;0;;11,6;11,7;11,5;92;5,2;;;;;;;;;
30/06/2023;0700 UTC;0;;11,6;11,7;11,4;93;5,9;;;;;;;;;
30/06/2023;0800 UTC;0;;12;12;11,6;90;5,9;;;;;;;;;
30/06/2023;0900 UTC;0;;11,8;12,1;11,8;92;5;;;;;;;;;
30/06/2023;1000 UTC;0;;11,6;11,8;11,6;92;4,3;;;;;;;;;
30/06/2023;1100 UTC;0;42,6;11,9;12;11,5;92;3,5;;;;;;;;;
30/06/2023;1200 UTC;0;215,8;12,3;12,4;11,9;89;3,2;;;;;;;;;
30/06/2023;1300 UTC;0;433;13,1;13,1;12,2;87;4;;;;;;;;;
30/06/2023;1400 UTC;0;648;14,1;14,1;12,9;83;4,7;;;;;;;;;
30/06/2023;1500 UTC;0;911,6;15,7;15,7;14,1;79;5,2;;;;;;;;;
30/06/2023;1600 UTC;0;1136;16,8;16,8;15,6;76;5,2;;;;;;;;;
30/06/2023;1700 UTC;0;1053,1;17,2;17,4;16,6;73;5,7;;;;;;;;;
30/06/2023;1800 UTC;0;745,4;17,8;17,9;16,9;72;3,6;;;;;;;;;
30/06/2023;1900 UTC;0;436,3;17,2;17,9;17,1;74;4,3;;;;;;;;;
30/06/2023;2000 UTC;0;146,3;16,6;17,2;16,6;76;4;;;;;;;;;
30/06/2023;2100 UTC;0;41,5;16;16,7;16;78;3,5;;;;;;;;;
30/06/2023;2200 UTC;0;;15,5;16;15,4;81;2,8;;;;;;;;;
30/06/2023;2300 UTC;0;;15,2;15,6;14,9;83;2,3;;;;;;;;;
01/07/2023;0000 UTC;0;;15,2;15,2;14,8;84;2,1;;;;;;;;;
01/07/2023;0100 UTC;0;;14,7;15,2;14,6;87;2,1;;;;;;;;;
01/07/2023;0200 UTC;0;;14,2;14,7;14,2;91;1,5;;;;;;;;;
01/07/2023;0300 UTC;0;;13,7;14,2;13,6;94;1;;;;;;;;;
01/07/2023;0400 UTC;0;;13,4;13,7;13;96;1,2;;;;;;;;;
01/07/2023;0500 UTC;0;;12,5;13,5;12,5;97;1,3;;;;;;;;;
01/07/2023;0600 UTC;0;;11,8;12,8;11,8;97;1;;;;;;;;;
01/07/2023;0700 UTC;0;;12;12;11,7;98;1,1;;;;;;;;;
01/07/2023;0800 UTC;0;;12,4;12,4;11,9;98;1,1;;;;;;;;;
01/07/2023;0900 UTC;0;;11,7;12,4;11,7;97;1;;;;;;;;;
01/07/2023;1000 UTC;0;;10,8;11,7;10,8;98;1,2;;;;;;;;;
01/07/2023;1100 UTC;0;96,9;11,4;11,4;10,8;99;1,1;;;;;;;;;
01/07/2023;1200 UTC;0;581,6;13,9;13,9;11,4;97;1,3;;;;;;;;;
01/07/2023;1300 UTC;0;1376,4;17,2;17,2;13,9;79;2,6;;;;;;;;;
01/07/2023;1400 UTC;0;1813,7;18,3;18,3;17;75;3;;;;;;;;;
01/07/2023;1500 UTC;0;1927,6;18,8;19,4;18,2;71;4,7;;;;;;;;;
01/07/2023;1600 UTC;0;2071,5;20,2;20,5;18,8;65;4,3;;;;;;;;;
01/07/2023;1700 UTC;0;1517,8;20,4;21,4;19,8;64;4,9;;;;;;;;;
01/07/2023;1800 UTC;0;1531,8;20,8;21,9;20,1;61;4,5;;;;;;;;;
01/07/2023;1900 UTC;0;1123,7;21,1;21,7;20,6;62;4,8;;;;;;;;;
01/07/2023;2000 UTC;0;532,8;18,2;21,1;18,2;81;5,5;;;;;;;;;
01/07/2023;2100 UTC;0;33;16,4;18,2;16,4;88;5,8;;;;;;;;;
01/07/2023;2200 UTC;0;;15,6;16,4;15,6;91;5;;;;;;;;;
01/07/2023;2300 UTC;0;0,2;14,7;15,5;14,7;93;4,7;;;;;;;;;
02/07/2023;0000 UTC;0;;14,2;14,8;14,1;94;4,1;;;;;;;;;
02/07/2023;0100 UTC;0;;13,8;14,3;13,8;95;3,1;;;;;;;;;
02/07/2023;0200 UTC;0;;13,9;13,9;13,6;93;2,9;;;;;;;;;
02/07/2023;0300 UTC;0;;13,2;13,9;13,1;94;2,4;;;;;;;;;
02/07/2023;0400 UTC;0;;13,2;13,4;13,2;95;2,5;;;;;;;;;
02/07/2023;0500 UTC;0;;13;13,2;12,8;97;2,3;;;;;;;;;
02/07/2023;0600 UTC;0;;13;13;12,8;96;2,1;;;;;;;;;
02/07/2023;0700 UTC;0;;13;13,2;13;95;1,9;;;;;;;;;
02/07/2023;0800 UTC;0;;13,1;13,2;13;94;1,9;;;;;;;;;
02/07/2023;0900 UTC;0;;13,2;13,3;13,1;93;2;;;;;;;;;
02/07/2023;1000 UTC;0;;12,7;13,2;12,6;95;1,9;;;;;;;;;
02/07/2023;1100 UTC;0;61,6;12,7;12,7;12,4;95;2,6;;;;;;;;;
02/07/2023;1200 UTC;0;241,2;13;13,1;12,5;94;2,8;;;;;;;;;
02/07/2023;1300 UTC;0;825,9;15,5;15,5;12,8;86;2,5;;;;;;;;;
02/07/2023;1400 UTC;0;1828,3;18,2;18,2;14,6;73;2,3;;;;;;;;;
02/07/2023;1500 UTC;0;2159,5;18,6;18,8;17,3;67;3,5;;;;;;;;;
02/07/2023;1600 UTC;0;2253,1;19,8;19,9;18,2;64;3,6;;;;;;;;;
02/07/2023;1700 UTC;0;2095,9;20,7;21,2;19,7;56;3,3;;;;;;;;;
02/07/2023;1800 UTC;0;1822;21,3;21,7;20,6;57;4,6;;;;;;;;;
02/07/2023;1900 UTC;0;1093,7;18,3;22;18,3;75;6,8;;;;;;;;;
02/07/2023;2000 UTC;0;194,4;16,1;18,5;16,1;82;6,9;;;;;;;;;
02/07/2023;2100 UTC;0;29,6;15;16,1;15;87;6,9;;;;;;;;;
02/07/2023;2200 UTC;0;;14,2;15;14,1;90;6,1;;;;;;;;;
02/07/2023;2300 UTC;0;;13,8;14,2;13,7;90;6,2;;;;;;;;;
03/07/2023;0000 UTC;0;;13,2;13,8;13,2;89;5,6;;;;;;;;;
03/07/2023;0100 UTC;0;;13;13,3;12,9;89;4,2;;;;;;;;;
03/07/2023;0200 UTC;0;;12,6;13,1;12,6;89;3,9;;;;;;;;;
03/07/2023;0300 UTC;0;;12,7;12,7;12,2;91;3,2;;;;;;;;;
03/07/2023;0400 UTC;0;;11,8;12,8;11,8;94;3;;;;;;;;;
03/07/2023;0500 UTC;0;;11;11,8;11;97;0,7;;;;;;;;;
03/07/2023;0600 UTC;0;;12,6;12,6;11,1;93;2,2;;;;;;;;;
03/07/2023;0700 UTC;0;;12,2;12,6;12,2;95;2,2;;;;;;;;;
03/07/2023;0800 UTC;0;;12,4;12,4;12,1;97;2,5;;;;;;;;;
03/07/2023;0900 UTC;0;;12,8;12,8;12,4;97;3,6;;;;;;;;;
03/07/2023;1000 UTC;0;;12,8;12,9;12,7;94;4;;;;;;;;;
03/07/2023;1100 UTC;0;51,7;13,3;13,3;12,8;91;4,3;;;;;;;;;
03/07/2023;1200 UTC;0;473,5;14;14,4;13,2;86;5,3;;;;;;;;;
03/07/2023;1300 UTC;0;454,7;14,5;14,7;14;85;4,4;;;;;;;;;
03/07/2023;1400 UTC;0;842;15,4;15,5;14,5;78;5,3;;;;;;;;;
03/07/2023;1500 UTC;0;1420;16,8;17,7;15,3;71;5,3;;;;;;;;;
03/07/2023;1600 UTC;0;1730,3;16,9;18,1;16,7;71;6,5;;;;;;;;;
03/07/2023;1700 UTC;0;1018,2;16,5;16,9;15,4;71;7,4;;;;;;;;;
03/07/2023;1800 UTC;0;1029,4;16,7;17,5;16,5;72;5,9;;;;;;;;;
03/07/2023;1900 UTC;0;809,4;15,7;17,1;15,5;76;6,1;;;;;;;;;
03/07/2023;2000 UTC;0;322,5;14,8;15,7;14,8;77;5,4;;;;;;;;;
03/07/2023;2100 UTC;0;30,7;14;14,8;14;81;5;;;;;;;;;
03/07/2023;2200 UTC;0;;13;14;13;89;5;;;;;;;;;
03/07/2023;2300 UTC;0;;13,1;13,2;12,9;90;4,2;;;;;;;;;
04/07/2023;0000 UTC;0;;13,1;13,2;13;87;3,5;;;;;;;;;
04/07/2023;0100 UTC;0;;12,5;13,1;12,5;89;4,1;;;;;;;;;
04/07/2023;0200 UTC;0;;12,2;12,6;12,2;90;3,6;;;;;;;;;
04/07/2023;0300 UTC;0;;12;12,2;11,9;92;2,7;;;;;;;;;
04/07/2023;0400 UTC;0;;12,4;12,4;12;90;2,6;;;;;;;;;
04/07/2023;0500 UTC;0;;12,2;12,5;12,2;90;2,7;;;;;;;;;
04/07/2023;0600 UTC;0;;12,3;12,4;12,2;90;2,3;;;;;;;;;
04/07/2023;0700 UTC;0;;12,1;12,3;12;92;2,4;;;;;;;;;
04/07/2023;0800 UTC;0;;10,9;12,1;10,9;94;3,1;;;;;;;;;
04/07/2023;0900 UTC;0;;9,9;11;9,8;97;1,4;;;;;;;;;
04/07/2023;1000 UTC;0;;9,6;9,9;9,6;98;1,3;;;;;;;;;
04/07/2023;1100 UTC;0;87,1;9,2;9,6;8,9;99;1,9;;;;;;;;;
04/07/2023;1200 UTC;0;472;10,4;10,5;9,2;99;2,2;;;;;;;;;
04/07/2023;1300 UTC;0;1404,2;13,9;13,9;10,2;78;4,4;;;;;;;;;
04/07/2023;1400 UTC;0;1978,5;15,2;15,6;13,7;65;6,2;;;;;;;;;
04/07/2023;1500 UTC;0;2307,9;16,3;16,8;15,2;60;5,7;;;;;;;;;
04/07/2023;1600 UTC;0;2442;17,7;17,8;15,9;50;5,1;;;;;;;;;
04/07/2023;1700 UTC;0;2304,4;18;18,3;17;50;5;;;;;;;;;
04/07/2023;1800 UTC;0;1919,6;18,3;18,9;17,2;47;5;;;;;;;;;
04/07/2023;1900 UTC;0;1364,1;17,7;18,8;17,7;50;4,8;;;;;;;;;
04/07/2023;2000 UTC;0;664;16,9;18,1;16,9;59;3,9;;;;;;;;;
04/07/2023;2100 UTC;0;86,6;15;16,9;15;72;5,5;;;;;;;;;
04/07/2023;2200 UTC;0;;13,1;15;13,1;83;4,5;;;;;;;;;
04/07/2023;2300 UTC;0;;12;13,1;12;88;3,5;;;;;;;;;
05/07/2023;0000 UTC;0;;11,3;12;11,2;93;2,8;;;;;;;;;
05/07/2023;0100 UTC;0;;11,2;11,4;10,8;96;4,8;;;;;;;;;
05/07/2023;0200 UTC;0;;11,5;11,5;11,2;93;5,6;;;;;;;;;
05/07/2023;0300 UTC;0;;11,3;11,5;11,3;94;5,3;;;;;;;;;
05/07/2023;0400 UTC;0;;11,5;11,6;11,2;94;4,7;;;;;;;;;
05/07/2023;0500 UTC;0;;11,8;11,8;11,5;91;3,6;;;;;;;;;
05/07/2023;0600 UTC;0;;11;11,8;11;92;3,5;;;;;;;;;
05/07/2023;0700 UTC;0;;11,2;11,2;10,2;94;2,6;;;;;;;;;
05/07/2023;0800 UTC;0;;10,1;11,3;10;91;3,6;;;;;;;;;
05/07/2023;0900 UTC;0;;9,5;10,2;9,4;93;2,3;;;;;;;;;
05/07/2023;1000 UTC;0;;9,5;9,7;8,8;95;2,8;;;;;;;;;
05/07/2023;1100 UTC;0;74,9;10;10;9,2;92;2,8;;;;;;;;;
05/07/2023;1200 UTC;0;708;12;12;10;85;3,3;;;;;;;;;
05/07/2023;1300 UTC;0;1401,2;14,1;14,4;12;74;2,9;;;;;;;;;
05/07/2023;1400 UTC;0;1912,9;17,5;17,5;14,1;65;4,4;;;;;;;;;
05/07/2023;1500 UTC;0;2267,9;18,6;18,8;16,8;56;6,4;;;;;;;;;
05/07/2023;1600 UTC;0;2412,9;19,8;20,2;18,6;48;8,6;;;;;;;;;
05/07/2023;1700 UTC;0;2290,6;19,9;20,7;19,7;47;8,7;;;;;;;;;
05/07/2023;1800 UTC;0;1903,3;20,1;20,9;19,8;52;8,4;;;;;;;;;
05/07/2023;1900 UTC;0;1325,1;20,3;21;20,1;49;7;;;;;;;;;
05/07/2023;2000 UTC;0;648;19,6;20,5;19,5;54;5,6;;;;;;;;;
05/07/2023;2100 UTC;0;86,4;17,4;19,6;17,4;62;4;;;;;;;;;
05/07/2023;2200 UTC;0;;15,5;17,4;15,5;70;2,5;;;;;;;;;
05/07/2023;2300 UTC;0;;15;15,4;13,9;76;1,4;;;;;;;;;
06/07/2023;0000 UTC;0;;14,2;15,1;14,1;79;2,5;;;;;;;;;
06/07/2023;0100 UTC;0;;13,4;14,3;13,4;82;1,3;;;;;;;;;
06/07/2023;0200 UTC;0;;12,1;13,5;12,1;87;1,5;;;;;;;;;
06/07/2023;0300 UTC;0;;11,3;12,5;11,3;91;1,1;;;;;;;;;
06/07/2023;0400 UTC;0;;11,9;12;10,9;92;1,4;;;;;;;;;
06/07/2023;0500 UTC;0;;11;12,3;11;91;1,9;;;;;;;;;
06/07/2023;0600 UTC;0;;10,1;11;10,1;94;1,9;;;;;;;;;
06/07/2023;0700 UTC;0;;9,3;10,1;9;96;1;;;;;;;;;
06/07/2023;0800 UTC;0;;9,2;9,3;8,8;96;0,8;;;;;;;;;
06/07/2023;0900 UTC;0;;8,8;9,2;8,7;96;0,9;;;;;;;;;
06/07/2023;1000 UTC;0;;8,9;9,2;8,7;96;1,5;;;;;;;;;
06/07/2023;1100 UTC;0;71,9;9,7;9,7;8,8;96;0,8;;;;;;;;;
06/07/2023;1200 UTC;0;689,3;15;15;9,7;81;0,6;;;;;;;;;
06/07/2023;1300 UTC;0;1369,1;18,5;18,5;15;67;2,4;;;;;;;;;
06/07/2023;1400 UTC;0;1888,9;19,9;20,6;18,3;54;6,6;;;;;;;;;
06/07/2023;1500 UTC;0;2263,4;21,4;21,4;19,9;49;7,1;;;;;;;;;
06/07/2023;1600 UTC;0;2393,7;21,7;21,9;21,1;43;8,4;;;;;;;;;
06/07/2023;1700 UTC;0;2270,9;21,8;22,4;21,1;43;7,6;;;;;;;;;
06/07/2023;1800 UTC;0;1886,6;22,2;22,6;21,7;42;7,1;;;;;;;;;
06/07/2023;1900 UTC;0;1338,2;21,7;22,3;21,6;48;7,3;;;;;;;;;
06/07/2023;2000 UTC;0;624,4;21;21,8;21;52;6;;;;;;;;;
06/07/2023;2100 UTC;0;85,9;18,7;21;18,6;61;4,3;;;;;;;;;
06/07/2023;2200 UTC;0;;18;19,3;17,8;65;4,8;;;;;;;;;
06/07/2023;2300 UTC;0;;16,9;18;16,9;68;4,1;;;;;;;;;
07/07/2023;0000 UTC;0;;16,7;17;16,4;70;4,9;;;;;;;;;
07/07/2023;0100 UTC;0;;16;16,9;16;74;5,6;;;;;;;;;
07/07/2023;0200 UTC;0;;15,3;16,5;15,3;75;6;;;;;;;;;
07/07/2023;0300 UTC;0;;14,2;15,4;14,2;81;3,5;;;;;;;;;
07/07/2023;0400 UTC;0;;13,1;14,2;12,7;85;1,7;;;;;;;;;
07/07/2023;0500 UTC;0;;14,5;14,7;13,2;74;4;;;;;;;;;
07/07/2023;0600 UTC;0;;12,2;14,9;12,2;86;3,9;;;;;;;;;
07/07/2023;0700 UTC;0;;12,4;12,5;11,5;83;2,2;;;;;;;;;
07/07/2023;0800 UTC;0;;11,1;12,5;11;90;1,5;;;;;;;;;
